"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"Klöpper M.; Köhne S.","Klöpper, Miriam (57926301900); Köhne, Sonja (57925997900)","57926301900; 57925997900","People Analytics and the Promise of the Good Life—A Critical Transformative Perspective","2022","17th International Conference on Wirtschaftsinformatik, WI 2022","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172026938&partnerID=40&md5=4306f17e4463c42385e17c3ebe5d42c6","Technologies such as people analytics software pose a potential threat towards the (information) privacy of employees and can reinforce existing social injustice. Therefore, it is crucial to design, develop, and deploy the systems with the well-being of employees in mind and to educate users about the harmful impact these tools can have on their personal and professional lives. Yet, the underlying assumptions of these tools are oftentimes hardly questioned. Especially in light of the ongoing public debate on remote work, with politicians discussing a new ‘right to work from home’, people analytics could become a key technology to facilitate more flexible work, and thereby shaping the future workplace. We establish a critical transformative perspective to outline and evaluate the potential benefits and risks of people analytics for remote workers. Subsequently, we provide a set of transformative actions for practice and IS research. © 2022 17th International Conference on Wirtschaftsinformatik, WI 2022. All rights reserved.","Critical Research; Ethical AI; People Analytics; Remote Wortk","Critical researches; Ethical AI; Good life; Information privacy; People analytic; Personal lives; Potential threats; Professional life; Remote wortk; Well being; Personnel"
"Ontrup G.; Schempp P.S.; Kluge A.","Ontrup, Greta (56888728700); Schempp, Pia Sophie (57329286800); Kluge, Annette (23397227500)","56888728700; 57329286800; 23397227500","Choosing the right (HR) metrics: digital data for capturing team proactivity and determinants of content validity","2022","Journal of Organizational Effectiveness","9","2","","212","232","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118839362&doi=10.1108%2fJOEPP-03-2021-0064&partnerID=40&md5=2b8fbbba7069a28b350344935538facf","Purpose: The purpose of this paper is to explore how positive organizational behaviors, specifically team proactivity, can be captured through digital data and what determines content validity of these data. The aim is to enable scientifically rigorous HR analytics projects for measuring and managing organizational behavior. Design/methodology/approach: Results are derived from interview data (N = 24) with team members, HR professionals and consultants of HR software. Findings: Based on inductive qualitative content analysis, the authors clustered six data types generated/recorded by 13 different technological applications that were proposed to be informative of team proactivity. Four determinants of content validity were derived. Practical implications: The overview of technological applications and resulting data types can stimulate diverse HR analytics projects, which can contribute to organizational performance. The authors suggest ways to control for the threats to content validity in the design of HR analytics or research projects. Originality/value: HR analytics projects in the application field of managing organizational behavior are rare. This paper provides starting points for choosing data to measure team proactivity as one form of organizational behavior and guidelines for ensuring their validity. © 2021, Emerald Publishing Limited.","Big data; Data quality; Human capital analytics; Human resource management; Metrics; People analytics",""
"Zhang C.; Gaudiano P.","Zhang, Chibin (57212007467); Gaudiano, Paolo (58344604700)","57212007467; 58344604700","An Agent-Based Simulation of How Promotion Biases Impact Corporate Gender Diversity","2023","Applied Sciences (Switzerland)","13","4","2457","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149337421&doi=10.3390%2fapp13042457&partnerID=40&md5=1bb19bd1c84fb95378bc0a067a5fb3fc","Featured Application: This paper describes the application of an agent-based simulation to understanding and managing the impact of diversity and inclusion on organizations. Diversity and inclusion (D&I) is a topic of increasing relevance across virtually all sectors of our society, with the potential for a significant impact on corporations and more broadly on our economy and society. While people are typically the most valuable asset of every organization, human resources (HR) in general, and D&I in particular, are dominated by qualitative approaches. This paper introduces an agent-based simulation that can quantify the impact of certain aspects of D&I on corporate performance. The simulation provides a parsimonious and compelling explanation of the impact of hiring and promotion biases on the resulting corporate gender balance, accurately replicating real-world data about gender imbalances across multiple industry sectors. In addition, the paper shows that the simulation can be used to predict the likely impact of different D&I interventions. Specifically, once a company has become imbalanced, even removing all promotion biases is not sufficient to rectify the situation, and it can take decades to undo the imbalances initially created by these biases. These and other results demonstrate that agent-based simulation is a powerful approach for managing D&I in corporate settings and could become an invaluable tool for the strategic and tactical management of human resources. © 2023 by the authors.","agent-based modeling; agent-based simulation; applied complexity science; corporate management; diversity and inclusion; gender; people analytics",""
"Yoon S.W.; Han S.-H.; Chae C.","Yoon, Seung Won (15758657700); Han, Seung-Hyun (55261457700); Chae, Chungil (57193900404)","15758657700; 55261457700; 57193900404","People Analytics and Human Resource Development – Research Landscape and Future Needs Based on Bibliometrics and Scoping Review","2024","Human Resource Development Review","23","1","","30","57","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174716619&doi=10.1177%2f15344843231209362&partnerID=40&md5=81556d763ea7d163c0daa7e092c43cd1","This study provides a comprehensive examination of the current research landscape of People Analytics (PA) from Human Resource Development (HRD) perspectives. By leveraging the methodologies of bibliometrics and topic modeling, the paper aims to illuminate key trends and emerging themes. By conducting a comparative analysis of topics and grouped themes from topic modeling and clusters from bibliocoupling, the study reveals a convergence in research focuses. This convergence is particularly evident in areas such as workforce planning and management, data-informed decision-making, applying analytics to various HR functions, and emphasizing the ethical and societal implications of data analytics in HR. The paper also identifies gaps and future research needs for HRD research in the current PA landscape and discusses fertile grounds for future research. © The Author(s) 2023.","bibliometrics; data analytics; literature review; people analytics; topic modeling",""
"Maznyk L.; Dvulit Z.; Seliuchenko N.; Seliuchenko M.; Dragan O.","Maznyk, Liana (57210153856); Dvulit, Zoriana (57208081727); Seliuchenko, Nadiia (57210437848); Seliuchenko, Marian (55817251500); Dragan, Olena (57220204023)","57210153856; 57208081727; 57210437848; 55817251500; 57220204023","Applying Data Mining Techniques in People Analytics for Balancing Employees’ Interests","2023","Lecture Notes on Data Engineering and Communications Technologies","181","","","106","115","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169056882&doi=10.1007%2f978-3-031-36118-0_10&partnerID=40&md5=078e28a566656b5d6f05644f50850561","In recent years the use of remote or hybrid formats of work organization in enterprises has become the world’s tendency. The introduction of the severe quarantine limitations related to the pandemic of COVID-19 and the avalanche-type character of the digitalization of society activated the changes in the sphere of social-labor relations, where the interests of different groups of workers are asymmetric. Many researchers who studied these phenomena mark the presence of divergences in individual advantages concerning the different formats of a labor organization of employers and hired workers. The dynamic of changes predefines the necessity of further research, which is why this subject acquires greater relevance. Our research aims to substantiate the approaches to balancing the interests of different categories of workers regarding the labor organization formats by exposing disbalances in the conditions of full-scale war in Ukraine. For monitoring, diagnosis, and management of disbalances, we substantiate the use of Data Mining in People Analytics (PA), the necessity of their combination with the classic instruments of study of personnel behavior, the use of active (reactive) formats of study of persons’ opinions in the extreme terms of running a business. The research results correlate with and confirm the world's tendencies of introducing a hybrid model of labor organization. The novelty of the executed research consists of substantiating the approaches to balancing the interests of the employees regarding different labor organization formats in the conditions of full-scale war in Ukraine. The presented study expands the scope of knowledge in the field of PA, as it takes into account new circumstances that have not existed since the end of World War II. It supplements data on work organization formats obtained by researchers of the impact of the COVID-19 pandemic with new data obtained as a result of a survey of employees and managers of various organizations in Ukraine, where there is a full-scale war. The presented study is one of the first that emphasizes the features of PA during wartime and explains why in such conditions it is necessary to combine Data Mining techniques with classic tools for studying personnel behavior. The authors substantiate possible approaches to balancing the interests of different categories of employees. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Data Mining; Disbalance of interest; Employees; Employers; Formats of labor organization; People Analytics (PA); Survey","Behavioral research; Human resource management; Military operations; Condition; Data-mining techniques; Disbalance; Disbalance of interest; Employer; Format of labor organization; Labor organizations; People analytic; Ukraine; Workers'; Data mining"
"Bryce V.; McBride N.K.; Cunden M.","Bryce, Vincent (57226474122); McBride, Neil Kenneth (36458687800); Cunden, Mayen (6506172302)","57226474122; 36458687800; 6506172302","Post-COVID-19 ethics of people analytics","2022","Journal of Information, Communication and Ethics in Society","20","4","","480","494","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127818998&doi=10.1108%2fJICES-09-2021-0096&partnerID=40&md5=1e7b0185cc0301e95314ed14a6409ba5","Purpose: The purpose of this paper is to highlight the importance of the ethical investigation of the emerging practice of people analytics (PA) within human resource (HR) management through charting the development of PA before during and after the COVID-19 pandemic. Design/methodology/approach: This paper is designed as a short review of the current thinking in the ethics of PA, a practical journey through the progression of PA across the pandemic and a theoretical exploration of PA through three lenses: virtue ethics, critical social theory and actor network theory. Findings: The authors suggest that PA raises novel ethical issues in terms of personal impact, increased penetration into working and home lives and the punch delivered in terms of organisational and behavioural change. Research limitations/implications: This study provides a short review of three theoretical approaches to PA. Detailed research and reflection is required to develop and extend an ethics of PA. While engagement with the ethics of PA requires gaining an understanding of the discipline, ideas and jargon of HR management, it is essential that ethicists engage with PA as HR departments take on greater influence and adopt executive roles. Practical implications: PA is now at the top of the HR management agenda, but there is limited understanding of the technology, the ethics and the new responsibilities it brings for HR management. This paper raises the profile of an ethical agenda, which practitioners should engage with. Social implications: The ethical consequences of PA have social implications as work practices change and hybrid working becomes prevalent. It has the potential to change the relationship between home and the workplace. Originality/value: This paper provides a unique synthesis of theory and practice in a new area of ethical importance. © 2022, Emerald Publishing Limited.","COVID-19; Human resource management; People analytics; Technology ethics",""
"Rasmussen T.H.; Ulrich M.; Ulrich D.","Rasmussen, Thomas H. (56656042700); Ulrich, Mike (55747557800); Ulrich, Dave (7006302651)","56656042700; 55747557800; 7006302651","Moving People Analytics From Insight to Impact","2024","Human Resource Development Review","23","1","","11","29","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174418819&doi=10.1177%2f15344843231207220&partnerID=40&md5=a265dc7e803e81aaa52d3a2af3989296","In this paper we take stock of the current state of People Analytics and identify ways to increase business impact. We suggest a fourth wave of people analytics, which focuses on impact in MY company, not compared to someone else (benchmarking, reporting), not just mimicking someone else (best practice), and not being enamored with the research methodologies (predictive analytics). This pivots people analytics towards answering questions of value to your key stakeholders (employees, senior management and boards inside and investors, customers and communities outside the organization) instead of questions mostly relevant to HR professionals or regulators. We outline a guidance framework for how people analytics can help shape practical solutions for your company to outperform in areas relevant for you. We argue a focus on guidance will amplify the business impact of people analytics, making it more relevant for management actions. © The Author(s) 2023.","organizational development; people analytics; stakeholder value",""
"Mutoh A.; Morikida K.; Moriyama K.; Inuzuka N.","Mutoh, Atsuko (55893492900); Morikida, Kazuma (58122419600); Moriyama, Koichi (7103036733); Inuzuka, Nobuhiro (6603780346)","55893492900; 58122419600; 7103036733; 6603780346","Evaluation of Employees by Generating Meeting Networks Using Entry and Exit Data","2023","Digest of Technical Papers - IEEE International Conference on Consumer Electronics","2023-January","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149124692&doi=10.1109%2fICCE56470.2023.10043416&partnerID=40&md5=83c1c813c717658d8041580d6d422b90","Data related to various human movements are available due to the recent development of IoT devices and communication networks, and research on the use of historical data of human movements is being actively performed. In this study, we use log data on employee movement obtained from an entry/exit management system, which has been implemented in many businesses. We propose a method for creating a social network based on employee entry/exit history and observing employee performance. We focus on meeting room-related data from entry/exit data and evaluate employees using meeting network centrality indexes. According to the experimental results, the meeting network's closeness centrality best represents job position, while the meeting network's betweenness centrality best represents employee performance.  © 2023 IEEE.","centrality; entry and exit management system; meeting; people analytics; performance evaluation; social network analysis","Human resource management; Centrality; Employee performance; Entry and exit management system; Entry exits; Human movements; Management systems; Meeting; People analytic; Performances evaluation; Social Network Analysis; Information management"
"Knippschild S.; Boell S.; Peter S.; Riemer K.","Knippschild, Stefanie (59092075200); Boell, Sebastian (26634668600); Peter, Sandra (57205022408); Riemer, Kai (22235363800)","59092075200; 26634668600; 57205022408; 22235363800","Fairness for Hire: An Investigation of how People Analytics Vendors Construct Fairness in the Employment Life Cycle","2023","International Conference on Information Systems, ICIS 2023: ""Rising like a Phoenix: Emerging from the Pandemic and Reshaping Human Endeavors with Digital Technologies""","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192520240&partnerID=40&md5=f03318866d9d97bf17fdc26461beca70","People Analytics (PA) software is increasingly used by companies to gain more insights into their data and to enhance their decision-making processes. Many companies rely on external software provided by PA vendors to support processes, such as screening of job applications or assessing employee’s performance. Using this software can impose multiple ethical risks. As there is only limited research about how fairness is constructed by PA vendors in practice, the aim of this research is to investigate the construction of fairness by PA vendors and to understand which phases of the employment life cycle are impacted by fairness. To do so, we analysed 21 websites of PA vendors. We identified seven different concepts of fairness. Furthermore, we were able to identify the phases that are most and least impacted by fairness in practice. Thus, our findings reveal that fairness is rather understood as a “thing” than a process or a particular outcome of a decision. This is important to understand, as it makes a difference in how fairness is theoretically constructed and how it is actually constructed in practice, which provides us a more differentiated understanding of fairness in the employment life cycle. Copyright © 2023 Knippschild et al.","Algorithmic Bias; Algorithmic Fairness; Employment Life Cycle; People Analytics","Application programs; Behavioral research; Decision making; Employment; Algorithmic bias; Algorithmic fairness; Algorithmics; Decision-making process; Employment life cycle; Job application; People analytic; Performance; Life cycle"
"Babu G.R.; Govindappa S.","Babu, Gayathri R. (58500047000); Govindappa, Shivaprasad (57415032200)","58500047000; 57415032200","Unlock the Art of People Analytics through Workforce Competency Management; [Descubra el arte de la analítica de personal mediante la gestión de las competencias del personal]","2022","Salud, Ciencia y Tecnologia","2","Special issue 2","245","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165424867&doi=10.56294%2fSALUDCYT2022245&partnerID=40&md5=bb25eade77e98ab152e14c6b446e8dfd","Data application in organizations has shifted its focus to meeting the legal requirements of employment. This shift in data use gradually altered the dynamics of the Human Resource Management (HRM) role, and organizations now expect high-quality analysis from HR professionals. Various studies suggested that the use of Human Resource Analytics (HRA) would assist HR professionals in developing diverse viewpoints on their contribution to the financial targets of organizations through the creation of suitable measurements. Still, not many researchers have explored the role of HRA in increasing the business outcomes of Indian organizations. In this study, we analysed the role of HRA competencies in determining business outcomes as well as examined the gap existing in the expected and existing competencies of HR analysts in Indian organizations. Our in-depth literature review prepared a conceptual framework based on Capability Motivation and Opportunity (CMO) model. A quantitative methodology was adopted to gather the data as it integrates the components of HRA competency and measures their impact on business outcomes. A structured questionnaire was designed and distributed to 230 HR professionals, including HRA users as well as HR managers who work in different organizations in the city of Bengaluru. The data were analysed using various statistical tools and SPSS software. Overall, our study provides a significant depiction of the role of HRA in determining business outcomes, as well as the gap between the competencies demonstrated by HR analysts and the competency levels expected of them. © Este es un artículo en acceso abierto","BASP; COM; Competency Model; Decision-making; HR Analytics; HRA; Human Resource Analytics; Human Resource Management; LAMP",""
"Belizón M.J.; Majarín D.; Aguado D.","Belizón, María Jesús (55523581400); Majarín, Delia (55625626200); Aguado, David (13907407500)","55523581400; 55625626200; 13907407500","Human resources analytics in practice: A knowledge discovery process","2023","European Management Review","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170845189&doi=10.1111%2femre.12605&partnerID=40&md5=a3c6fc1ac66cbd87da691ca4f40d68ed","Existing scholarship offers a comprehensive understanding of the concept and purposes of human resource analytics (HRA). However, how HRA is carried out in practice in organisations is still under-researched. We examine the practice of HRA through a systematic review across three disciplines, namely, human resource management, business analytics and management information systems while using a process lens: the knowledge discovery process (KDD) model. A hundred and three high-end quality manuscripts were analysed. Our findings show that the scope of HRA is expanding both in the use of HR and business data and certain sophisticated statistical techniques. However, much needs to be done to uncover the measurable impact of HRA on HR and business outcomes. © 2023 European Academy of Management.","analytics projects; data-driven decision making; HR analytics; people analytics; process lens",""
"Brau R.I.; Sanders N.R.; Aloysius J.; Williams D.","Brau, Rebekah I. (57205673824); Sanders, Nada R. (35609173900); Aloysius, John (6506148364); Williams, Donnie (56372966600)","57205673824; 35609173900; 6506148364; 56372966600","Utilizing people, analytics, and AI for decision making in the digitalized retail supply chain","2024","Journal of Business Logistics","45","1","e12355","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161486946&doi=10.1111%2fjbl.12355&partnerID=40&md5=27e40205b2f8c36e059b616b98fe6e3a","Our research reveals the continued and evolving role of the human factor in decision making in digitalized retail supply chains. We compare managerial roles in a pre- and post-COVID era through conducting in-depth interviews of 25 executives spanning the retail supply chain ecosystem. We use grounded theory to develop four main contributions. First, we find that the involvement of managerial judgment is found to be progressively greater moving up the retail supply chain, away from the customer and the demand signal. Second, integration of analytics and judgment is now the primary method of decision making, and we identify elements needed for success. Third, we develop an essential framework for a successful integration process. Fourth, we isolate the necessary components of a successful process for analytics/artificial intelligence (AI) implementation. Our paper offers important insights into how analytics and AI are—and should be used—in judgment and decision making and opportunities for researchers to understand the changing role of the human factor in digitalized retail supply chains. © 2023 Wiley Periodicals LLC.","analytics; artificial intelligence; grounded theory; human judgment; retail supply chain",""
"Gaur N.; Gupta V.","Gaur, Nishant (58040699900); Gupta, Vikas (57204623286)","58040699900; 57204623286","Ethical Framework for Iot in People Analytics: Risks and Opportunities","2022","International Journal of Intelligent Systems and Applications in Engineering","10","1s","","376","387","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145487691&partnerID=40&md5=ce0e6b05d2bba49d91ebef91ceefc1f9","Purpose: This research studies the ethical perspective concerning internet of things (IoT) placement in People Analytics. To provide researchers and professionals with ethical framework for IoT (internet of things) in people analytics. .Also to identify associated risk and opportunities. Design/methodology/approach: Initially, the applicability of Chuck Huff’s original Personality, Integration of morality, Moral Ecology and skills Model (PRIMES) is studied from context of IoT in people analytics. Secondly consideration of ethical issues in addition to PRIMES model are proposed based on limited scope of PRIMES in IoT and people analytics. Findings: The original PRIMES Model can be utilized in initial stages as ethical guiding framework for individuals employed in personnel department but it lacks coverage of ethical issues from perspective of IoT in people analytics. To address the ethical dimensions from IoT in people analytics viewpoint, additional ethical issues are addressed. Research limitations: The novel ethical framework for IoT in people analytics required further authentication and validation along with empirical testing in continuously emerging IoT and people analytics ecosystem. Implications: Considering the paucity of ethical frameworks in emerging area of IoT in people analytics, this study provides the ethical model in the area of IoT in people analytics for the researchers and practitioners. This framework can further be tested and used practically and can also be considered for theoretical development. Originality/Value: There is apparent deficiency of ethical norms in area of IoT in people analytics, this study contributes to the area by providing extended PRIMES Model as a preliminary ethical framework for IoT in people analytics. © 2022, Ismail Saritas. All rights reserved.","Ethics; Human Resource Management; Internet of Things; People Analytics; PRIMES",""
"Stankevičiūtė Ž.; Kumpikaitė-Valiūnienė V.","Stankevičiūtė, Živilė (57194236230); Kumpikaitė-Valiūnienė, Vilmantė (57022010200)","57194236230; 57022010200","EDUCATIONAL INNOVATION THROUGH INFORMATION AND COMMUNICATION TECHNOLOGIES: THE CASE OF PEOPLE ANALYTICS COURSE; [INFORMACINIŲ KOMUNIKACINIŲ TECHNOLOGIJŲ SĄLYGOTOS DĖSTYMO INOVACIJOS: ŽMONIŲ IŠTEKLIŲ ANALITIKOS MODULIO ATVEJIS]","2023","Public Policy and Administration","22","3","","321","331","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174413131&doi=10.5755%2fj01.ppaa.22.3.34299&partnerID=40&md5=4edf9cd18f91b94c1d9c05e3824c554f","Recently, education and teaching have been significantly impacted by information and communication technologies. New cohorts of students, COVID-19 pandemic and pressure in the labour market on the labour force to master the technology-related skills and competence serve as main drivers for universities to redesign the way of teaching. A radical transformation of education caused by technologies is related to several aspects, such as online teaching or using other technologies in both physical and online learning environments with the focus on student-centred learning. The existing literature suggests that educational innovation through technologies allows for the adoption of collaborative, inclusive and student-driven pedagogy. The paper aims at revealing educational innovation through information and communication technologies in one of the courses for master’s students, namely People Analytics. While disclosing the particular case of one course, the paper seeks to provide the argumentation (advantages and disadvantages) for choosing specific tools and how these tools are embedded. The use of tools such as Zoom, digital escape rooms, Mentimeter, and Padlet, is presented. The paper concludes that technologies may offer many wide-ranging benefits in education; however, the further study is needed for revealing the students’ acceptance of technologies and the impact of technologies on learning outcomes. © 2023 Mykolas Riomeris University. All rights reserved.","educational innovation; Escape rooms; ICT; Mentimeter; Padlet; People analytics; Zoom",""
"Zhang L.; Amos C.","Zhang, Lixuan (15041322100); Amos, Clinton (24337613700)","15041322100; 24337613700","Dignity and use of algorithm in performance evaluation","2024","Behaviour and Information Technology","43","2","","401","418","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145823492&doi=10.1080%2f0144929X.2022.2164214&partnerID=40&md5=0a0d29fcd69371abfa3e857307c6563e","Algorithms are increasingly used by human resource departments to evaluate employee performance. While the algorithms are perceived to be objective and neutral by removing human biases, they are often perceived to be less fair than human managers. This research proposes dignity as an important construct in explaining the discrepancy in perceived fairness and investigates remedial steps for improving dignity and fairness for algorithm-based employee evaluations. Three experiments’ results show that those evaluated by algorithms perceive lower levels of dignity, leading them to believe the process is less fair. In addition, we find that providing justifications for algorithm usage in employee evaluations improves perceived dignity. However, human-algorithm collaboration does not enhance perceived dignity. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","Algorithms; artificial intelligence; dignity; fairness; people analytics; procedural justice","Behavioral research; Dignity; Employee performance; Fairness; Human bias; People analytic; Performances evaluation; Procedural justice; algorithm; article; artificial intelligence; employee; human; human dignity; justice; Personnel"
"McCartney S.; Fu N.","McCartney, Steven (57219857002); Fu, Na (55248932300)","57219857002; 55248932300","Enacting people analytics: Exploring the direct and complementary effects of analytical and storytelling skills","2024","Human Resource Management","63","2","","187","205","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170211137&doi=10.1002%2fhrm.22194&partnerID=40&md5=c71c70fd7fedb7a8ba6acc04682f6a92","Although research identifies analytical and storytelling skills as the two broad human capital inputs required to perform people analytics, further research is required to better understand how People Analysts that is, the enactors of people analytics, perceive the impact of these skills on their performance. Accordingly, this study draws on the human capital resource (HCR) and HCR complementarity frameworks to investigate the individual and collective impact of analytical and storytelling skills on People Analysts perceived job performance. A mixed-method sequential explanatory research design is adopted, finding mixed results. Consistent with existing research, results from Phase 1 find People Analysts perceive storytelling skills to be positively associated with their job performance. However, contrary to existing claims, the findings reveal that analytical skills are only perceived to be significant in influencing People Analysts job performance when combined with storytelling skills, supporting a complementarity HCR relationship. To further explain the findings from Phase 1, Phase 2 involved collecting data from 50 people analytics professionals via semi-structured interviews. Results from the thematic analysis reinforce the survey findings while also illustrating that People Analysts perceive the complementarity relationship between analytical and storytelling skills as important for improving job performance. Accordingly, we argue that debate in this area should be reframed to acknowledge the necessity of complementarities in building people analytics capabilities. © 2023 The Authors. Human Resource Management published by Wiley Periodicals LLC.","human capital; human capital complementarities; people analyst; people analytics; perceived job performance; strategic HRM","article; human; job performance; semi structured interview; skill; storytelling; thematic analysis"
"Lee D.; Kim T.; Lee G.","Lee, Dongwon (57192806113); Kim, Taekyung (57141108400); Lee, Gunwoong (55507347100)","57192806113; 57141108400; 55507347100","People Analytics in Digital Era","2023","Asia Pacific Journal of Information Systems","33","4","","1036","1042","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185183538&doi=10.14329%2fAPJIS.2023.33.4.1036&partnerID=40&md5=8cc3285913325ee3245be1d820c7e276","[No abstract available]","",""
"Kumar A.; Sharma K.; Sharma A.","Kumar, Akshi (56718788600); Sharma, Kapil (7402096819); Sharma, Aditi (57197769144)","56718788600; 7402096819; 57197769144","MEmoR: A Multimodal Emotion Recognition using affective biomarkers for smart prediction of emotional health for people analytics in smart industries","2022","Image and Vision Computing","123","","104483","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130837062&doi=10.1016%2fj.imavis.2022.104483&partnerID=40&md5=bc95636555e22eed57aa4a41cfdf0275","The intersection of people, data and intelligent machines has a far-reaching impact on the productivity, efficiency and operations of a smart industry. Internet-of-things (IoT) offers a great potential for workplace gains using the “quantified self” and the computer vision strategies. Their goal is to focus on productivity, fitness, wellness, and improvement of the work environment. Recognizing and regulating human emotion is vital to people analytics as it plays an important role in workplace productivity. Within the smart industry setting, various non-invasive IoT devices can be used to recognize emotions and study the behavioral outcomes in various situations. This research puts forward a deep learning model for detection of human emotional state in real-time using multimodal data from the Emotional Internet-of-things (E-IoT). The proposed multimodal emotion recognition model, MEmoR makes use of two data modalities: visual and psychophysiological. The video signals are sampled to obtain image frames and a ResNet50 model pre-trained for face recognition is fine-tuned for emotion classification. Simultaneously, CNN is trained on the psychophysiological signals and the results of the two modality networks are combined using decision-level weighted fusion. The model is tested on the benchmark Bio Vid Emo DB multimodal dataset and compared to the state-of-the-art. © 2022 Elsevier B.V.","Affective computing; E-IoT; Emotion recognition; Facial expression analysis; Multi-model; Visual analysis","Deep learning; Face recognition; Productivity; Speech recognition; Affective Computing; Emotion recognition; Emotional internet-of-thing; Facial expressions analysis; Human emotion; Intelligent machine; Multi-modelling; Multimodal emotion recognition; Visual analysis; Work environments; Internet of things"
"Cayrat C.; Boxall P.","Cayrat, Charles (57224398990); Boxall, Peter (57200833783)","57224398990; 57200833783","Exploring the phenomenon of HR analytics: a study of challenges, risks and impacts in 40 large companies","2022","Journal of Organizational Effectiveness","9","4","","572","590","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133717182&doi=10.1108%2fJOEPP-08-2021-0238&partnerID=40&md5=0c138337d22a4ed813a230159f012ef7","Purpose: This paper aims to respond to questions being raised about the challenges, risks and impacts of Human Resource Analytics (HRA). Based on a study of 40 companies, it discusses the implications of HRA for practitioners, praxis and practices in HRM and adds to this a concern with whether HRA is enhancing mutuality in employment relationships. Design/methodology/approach: Using an abductive approach, the authors analyzed data from semistructured interviews with an HRA leader or specialist in 40 large organizations. Findings: While wrestling with the challenge of data quality and integration, the practice of descriptive analytics is widely adopted in these companies and the majority can demonstrate improvement in the efficiency and effectiveness of HR activities through predictive analytics. The analytical competence of HR specialists is an ongoing issue. While much more research is needed, the companies in the authors’ sample demonstrated some valuable examples of mutual gains from HRA. Practical implications: Education in HRA must not only help to raise quantitative competencies among HR specialists but should also help them to ask critical questions about the theoretical propositions and subjective data points being built into HRA. Boundary spanning is important to enable effective HRA and processes for employee voice to be improved. Arguably, the time has come for a more formalized data analytics' strategy in large organizations. Originality/value: This paper provides evidence on how HRA is being implemented in large companies, including how HRA leaders are managing its challenges and risks and the impacts it is having on business and employee outcomes. © 2022, Emerald Publishing Limited.","Ethics; HR analytics; HRM-as-practice; Mutual gains; Organizational performance; People analytics",""
"Strohmeier S.; Collet J.; Kabst R.","Strohmeier, Stefan (16043513000); Collet, Julian (57656339200); Kabst, Rüdiger (22234259600)","16043513000; 57656339200; 22234259600","(How) do advanced data and analyses enable HR analytics success? A neo-configurational analysis","2022","Baltic Journal of Management","17","3","","285","303","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129151326&doi=10.1108%2fBJM-05-2021-0188&partnerID=40&md5=3cdebd62a8b17b8b80425461bee1bc0e","Purpose: Enabled by increased (“big”) data stocks and advanced (“machine learning”) analyses, the concept of human resource analytics (HRA) is expected to systematically improve decisions in human resource management (HRM). Since so far empirical evidence on this is, however, lacking, the authors' study examines which combinations of data and analyses are employed and which combinations deliver on the promise of improved decision quality. Design/methodology/approach: Theoretically, the paper employs a neo-configurational approach for founding and conceptualizing HRA. Methodically, based on a sample of German organizations, two varieties (crisp set and multi-value) of qualitative comparative analysis (QCA) are employed to identify combinations of data and analyses sufficient and necessary for HRA success. Findings: The authors' study identifies existing configurations of data and analyses in HRM and uncovers which of these configurations cause improved decision quality. By evidencing that and which combinations of data and analyses conjuncturally cause decision quality, the authors' study provides a first confirmation of HRA success. Research limitations/implications: Major limitations refer to the cross-sectional and national sample and the usage of subjective measures. Major implications are the suitability of neo-configurational approaches for future research on HRA, while deeper conceptualizing and researching both the characteristics and outcomes of HRA constitutes a core future task. Originality/value: The authors' paper employs an innovative theoretical-methodical approach to explain and analyze conditions that conjuncturally cause decision quality therewith offering much needed empirical evidence on HRA success. © 2022, Emerald Publishing Limited.","Big data; HR analytics; HR decision Support; People analytics",""
