Source,Abstract
w,"Carpooling, i.e., the act where two or more travelers share the same car for a common trip, is one of the possibilities brought forward to reduce traffic and its externalities, but experience shows that it is difficult to boost the adoption of carpooling to significant levels. In our study, we analyze the potential impact of carpooling as a collective phenomenon emerging from people's mobility, by network analytics. Based on big mobility data from travelers in a given territory, we construct the network of potential carpooling, where nodes correspond to the users and links to possible shared trips, and analyze the structural and topological properties of this network, such as network communities and node ranking, to the purpose of highlighting the subpopulations with higher chances to create a carpooling community, and the propensity of users to be either drivers or passengers in a shared car. Our study is anchored to reality thanks to a large mobility dataset, consisting of the complete one-month-long GPS trajectories of approx. 10% circulating cars in Tuscany. We also analyze the aggregated outcome of carpooling by means of empirical simulations, showing how an assignment policy exploiting the network analytic concepts of communities and node rankings minimizes the number of single occupancy vehicles observed after carpooling. (C) 2016 Elsevier Ltd. All rights reserved."
w,"We have entered the big data era. Organizations are capturing, storing, and analyzing data that has high volume, velocity, and variety and comes from a variety of new sources, including social media, machines, log files, video, text, image, RFID, and GPS. These sources have strained the capabilities of traditional relational database management systems and spawned a host of new technologies, approaches, and platforms. The potential value of big data analytics is great and is clearly established by a growing number of studies. The keys to success with big data analytics include a clear business need, strong committed sponsorship, alignment between the business and IT strategies, a fact-based decision-making culture, a strong data infrastructure, the right analytical tools, and people skilled in the use of analytics. Because of the paradigm shift in the kinds of data being analyzed and how this data is used, big data can be considered to be a new, fourth generation of decision support data management. Though the business value from big data is great, especially for online companies like Google and Facebook, how it is being used is raising significant privacy concerns."
w,"The growing number of social media users and vast volume of posts could provide valuable information about the sentiment toward different locations, services as well as people. Recent advances in Big Data analytics and natural language processing often means to automatically calculate sentiment in these posts. Sentiment analysis is challenging and computationally demanding task due to the volume of data, misspelling, emoticons as well as abbreviations. While significant work was directed toward the sentiment analysis of English text there is limited attention in literature toward the sentiment analytic of Chinese language. In this work we propose method to identify the sentiment in Chinese social media posts and to test our method we rely on posts sent by visitors of Great Barrier Reef by users of most popular Chinese social media platform Sina Weibo. We elaborate process of capturing of weibo posts, describe a creation of lexicon as well as develop and explain algorithm for sentiment calculation. In case study, related to sentiment toward the different GBR destinations, we demonstrate that the proposed method is effective in obtaining the information and is suitable to monitor visitors' opinion."
w,"The advances of location-acquisition technologies and rapid development of GPS equipped devices have generated large spatio-temporal mobility traces fostering the opportunity of discovering inherent knowledge about urban dynamics. This mobility analytics of the movement behaviours of people and vehicles is the key component of building any intelligent transportation system (ITS) application. However, extracting usable knowledge from huge volume of mobility data is both time-consuming and computationally intensive. In this work, we propose a cloud-based spatial trajectory trace management framework, namely, Traj-Cloud to effectively store, retrieve and efficiently process the mobility traces for real-time applications. Traj-Cloud is a SaaS cloud which provides three major mobility services, namely, (i) trajectory-indexing to efficiently handle huge real-time trajectory updates; (ii) geo-tagging, map-matching services in a distributed computing platform (i.e., Google Compute Engine) and (iii) trajectory-processing to resolve mobility based spatio-temporal queries to improve efficiency and reduce response time. Traj-Cloud has been implemented in Google Cloud Platform (GCP) and empirical results on real-life dataset of NYC taxi traces and mobility trajectories of an academic campus yields the effectiveness of the proposed framework."
w,"Modern security cameras are capable of capturing high-resolution HD or 4K videos and support embedded analytics capable of automatically tracking objects such as people and cars moving through the scene. However, due to a lack of computational power on these cameras, the embedded video analytics cannot utilize the full available video resolution, severely limiting the range at which they can detect objects. We present a technique for scale correction, leveraging approximate camera calibration information, that uses high image resolutions in parts of the frame that are far from the camera and lower image resolution in parts of the frame that are closer to the camera. Existing background models can run on the proposed scale-normalized high-resolution (1280x720) video frame for a similar computational cost as an unnormalized 640x360 frame. Our proposed scale correction technique also improves object-level precision and recall."
w,"With the existence and growth of Social Network Services (SNS), they have become focus in data and image processing research and concerning their potential to describe persons based on online available information. In this paper we propose a novel approach for person profiling solely based on images for children and adolescents of age 10+. The application acquires pictures from search engines and SNS and performs image-based analysis focusing on facial attributes. Image analysis results using different image datasets are presented showing that image analytics faces challenges of its application unconstrained datasets, but has the potential to push SNS analytics to a new level of detail in people profiling. The applications aims at improving the target users' media literacy, raising their awareness for risks and consequences and at encouraging them in dealing responsibly with pictures online."
w,"The study explores the gendered institutional practices and rationalities applied to young people placed in Danish secure institutions. The study draws on ethnographic research, combining participant observation and interviews to gain insight into professionals' gendered practices and rationalities, and young people's experiences of confinement. Drawing on Foucauldian power analytics and post-structuralist feminist theory on subjectivity, the study finds that the disciplining practices are gendered to promote working-class masculinity for boys and normative femininity and (hetero)sexuality for girls, with minorizing effects on some boys and girls. The study provides unique insights from a gender-integrated context for confined young people and supplements scholarship on the gendered logics that underpin interventions operating within the penal-social work nexus."
w,"New spatial data sources are emerging that have attributes of big data. These sources challenge our ability to handle high degrees of velocity, volume, and variety, and also frequently include a wide range of attributes that stretch our ability to characterize their veracity. While it remains quite challenging to visually represent, interact with, and reason about these data, our focus in this work is to suggest what analysts may be able to learn from the gaps in what we measure or the absences suggested by certain attributes. Put simply, we need to know more about how to show the missingness and absence in spatial data and to understand how people reason with that type of information in geovisual analytics environments."
w,"The present article continues the cycle of the cognitive researches of the phenomenon of social cohesion in education, in particular, in the university communities. It contains the cognitive research of trust and its foundation as the central focus of social cohesion. The purpose of the study is to identify the level of trust which is connected with the social cohesion in university communities, to test the author's questionnaire and to determinate the further steps for the trust enhancement in the educational community. Methods that were used in the study are the author's questionnaire, math analytics etc. There were 196 people interviewed in both universities, among them 31 employees and 85 students of the National Pedagogical Dragomanov University and 33 employees and 47 students of the National University of Life and Environmental Sciences of Ukraine. According to the research results, the level of trust in each university community (as well as in common) was average, excluding some indicators. Although there were some differences between levels of trust of employees of these universities. We can assume that the quite sufficient average level or trust positively characterizes the attitude of employees and students to each other, reflects their readiness for mutual respect and support, acceptance of differences and tolerance etc. Also, the research highlights weak points of social interactions that form the base for further investigations and actions on the social cohesion development. (C) 2020 IJCRSEE. All rights reserved."
w,"Can we measure and predict character with predictive analytics so a business can better assess, ideally objectively, whether to lend money or extend credit to that person, beyond current objective measures of credit scores (when available) and standard financial metrics like solvency and debt ratios? We and the analysts probably do not know enough about character to try to measure it, though it might be more useful to measure and predict a person's temperance and prudence as virtues, or self-control as psychology, or sense of obligation, particularly a moral commitment or sense of duty to honor a contract and re-pay a loan. The pervasive data surveillance of people that goes with big data and predictive analytics is not only an invasion of privacy in general, but an impairment of the aspect of privacy called autonomy that will constrict and alter a person's choices and development of self."
w,"The paper focuses on the goals' achievements of the Strategy of economic and social development of St. Petersburg until 2030. Strategic directions of St. Petersburg development until 2030 (human capital development, improving urban environment, providing sustainable economic growth, ensuring effective governance and civil society development) are examined. The feasibility of economic and social development indicators, predicted in 2012 for 2020 and 2030, is verified on the basis of actual data for 2016. The indicators, predicted values of which are hard-to-reach and require revision, are revealed. Such indicators, according to the predictive analytics, are: employed in economy, percent of people with higher education, workplaces with high labor productivity and foreign investment in economy of St. Petersburg. The paper examines the dynamics of the main indicators presented by the Committee for Economic Policy and Strategic Planning of St. Petersburg on the basis of predictive analytics. The list of indicators is not exhaustive. The Strategy is based on the UN sustainable development goals and one of its scenarios has prospects for implementation."
w,"The Berkeley AMPLab is creating a new approach to data analytics. Launching in early 2011, the lab aims to seamlessly integrate the three main resources available for making sense of data at scale: Algorithms (machine learning and statistical techniques), Machines (in the form of scalable clusters and elastic cloud computing), and People (both individually as analysts and in crowds). The lab is realizing its ideas through the development of a freely-available Open Source software stack called BDAS: the Berkeley Data Analytics Stack. In the four years the lab has been in operation, we've released major components of BDAS. Several of these components have gained significant traction in industry and elsewhere: the Mesos cluster resource manager, the Spark in-memory computation framework, and the Shark query processing system. BDAS features prominently in many industry discussions of the future of the Big Data analytics ecosystem - a rare degree of impact for an ongoing academic project. Given this initial success, the lab is continuing on its research path, moving up the stack to better integrate and support advanced analytics and to make people a full-fledged resource for making sense of data. In this talk, I'll first outline the motivation and insights behind our research approach and describe how we have organized to address the cross-disciplinary nature of Big Data challenges. I will then describe the current state of BDAS with an emphasis on our newest efforts, including some or all of: the GraphX graph processing system, the Velox and MLBase machine learning platforms, and the SampleClean framework for hybrid human/computer data cleaning. Finally I will present our current views of how all the pieces will fit together to form a system that can adaptively bring the right resources to bear on a given data-driven question to meet time, cost and quality requirements throughout the analytics lifecycle."
w,"Aggressive, unexpected, and catastrophic changes in the environment-induced or impacted by the cultivation of land, crops, and cattle are known as agricultural disasters. In agriculture, the volume of data unpredictability, processing, and data management standards for interoperability are significant concerns. While natural catas-trophes are still a considerable problem, the enormous amount of data available has opened up new avenues for coping. Accordingly, big data analytics has profoundly changed the way people respond to disasters in the agriculture sector. In this paper, the Data handling model using big data analytics (DHM-BDA)explores the role of big data in managing agricultural disasters and highlights the technical status of delivering practical and efficient disaster management solutions. DHM-BDA is used to address the essential sources of big data that include climatic causes and associated successes and developing technological problems in different disaster management phases. In addition, it aids in the monitoring, mitigation, alleviation, and acceptance of agricultural catastrophes and the process of recovery and rebuilding. The simulation findings have been executed, and the suggested model enhances the prediction ratio of 98.9%, decision-making level of 97.8%, data management of 96.5%, production ratio of 95.6%, and risk reduction ratio of 97.1% compared to other existing approaches."
w,"Background Sub-Saharan African HIV programs have had limited success in engaging men. Crowdsourcing contests may be a useful method to spur men's engagement in HIV services. We evaluated contributions and social media response to a crowdsourcing contest focused on increasing men's engagement in Eswatini HIV services. Methods We conducted a crowdsourcing contest to gain insight from the public on how HIV campaigns can more effectively engage young (20-40 years old) men in HIV services. Eligible submissions included images, songs, videos, and Internet memes. We used standard qualitative methods to examine textual themes from submissions. We examined social media response using Facebook analytics, comparing the number of people reached through crowdsourced HIV messages and the number of people reached through conventional HIV messages. Results We received 144 submissions from 83 participants. They represented 55 towns and all 4 regions of Eswatini. The contest page gained 461 followers on Facebook. Emergent themes included appealing to men's roles as protectors by suggesting that they need to take care of their own health to continue safeguarding their families. Crowdsourced messages reached a mean of 88 individuals across 4 posts; conventional messages reached a mean of 75 individuals across 4 posts. Conclusions Crowdsourcing contest submissions provided insight on how to encourage men to engage in Eswatini HIV services. Crowdsourcing contests can be effective in collecting messages from men to create more locally relevant communication materials for HIV programs."
w,"People generate vast amounts of data that can be used for analytics, data-driven decision-making, and forecasting. However, to extract value from data, we need to apply specific methods of cleaning and prepossessing it. In this paper, we observe the problem of geospatial data de-duplication, propose and implement end-to-end solutions for social-media-based data de-duplication. We apply advanced geospatial, natural language processing, and classical machine learning methods for our solution. Our tool shows high competitiveness in observed competition and can process a vast amount of data with limited computational resources."
w,"With the advancement in video processing technologies, we can capture subtle human responses in a retail store environment which play decisive role in the store management. In this paper, we present a novel surveillance video based analytic system for retail stores targeting localized and global traffic estimate. Development of an intelligent system for human traffic estimation in real-life poses a challenging problem because of the variation and noise involved. In this direction, we begin with a novel human tracking system by an intelligent combination of motion based and image level object detection. We demonstrate the initial evaluation of this approach on available standard dataset yielding promising result. Exact traffic estimate in a retail store require correct separation of customers from service providers. We present a role based human classification framework using Gaussian mixture model for this task. A novel feature descriptor named graded colour histogram is defined for object representation. Using, our role based human classification and tracking system, we have defined a novel computationally efficient framework for two types of analytics generation i.e., region specific people count and dwell-time estimation. This system has been extensively evaluated and tested on four hours of real-life video captured from a retail store."
w,"Social media analytics play a major role in e-commerce for extracting the useful information of a product or service. Opinion mining has become the key process of social media analytics. Twitter is a big online social activity platform where millions of people share their opinions. In this paper two clustering techniques, k-means and DBSCAN, are applied to an annotated Twitter dataset in order to evaluate use of clustering for detecting different types of sentiment. Results are very encouraging for DBSCAN but less useful for k-means."
w,"The unprecedented availability of social media data offers substantial opportunities for data owners, system operators, solution providers, and end users to explore and understand social dynamics. However, the exponential growth in the volume, velocity, and variability of social media data prevents people from fully utilizing such data. Visual analytics, which is an emerging research direction, has received considerable attention in recent years. Many visual analytics methods have been proposed across disciplines to understand large-scale structured and unstructured social media data. This objective, however, also poses significant challenges for researchers to obtain a comprehensive picture of the area, understand research challenges, and develop new techniques. In this paper, we present a comprehensive survey to characterize this fast-growing area and summarize the state-of-the-art techniques for analyzing social media data. In particular, we classify existing techniques into two categories: gathering information and understanding user behaviors. We aim to provide a clear overview of the research area through the established taxonomy. We then explore the design space and identify the research trends. Finally, we discuss challenges and open questions for future studies."
w,"Since 2000, the Internet has become a primary advertising and marketing channel for businesses. With the recent advance of mobile computing and wireless networking, mobile advertising is now becoming popular because mobile devices provide an effective advertising platform. People today believe that big data analytics provides new opportunities and needs for advertisers. However, most existing advertisement solutions primarily use Behavior Targeting (BT) technology to provide static services, which cannot satisfy the real-time, fast big data processing requirements. The purpose of this project is to develop a new big data analytics service in advertising and marketing based on emergent big data technologies, data mining algorithms, and machine learning solutions. The primary objective of this project is to provide real-time and static on demand services for advertisers and publishers to decide when, what, where, who, and how to place advertisements. In addition, this project requires solutions to analyze the collected big advertising data, discover customers behavior patterns, and establish an innovative model for advertising recommendation and trend prediction. The system will be developed based on advanced machine learning and data mining algorithms, NoSQL database technologies, and visualization techniques. This service will allow advertisers and publishers to reduce their costs while improving their effectiveness."
w,"In practice, end-to-end data analysis is rarely a cleanly engineered process. Acquiring data can be tricky. Data assessment, wrangling and feature extraction are time-consuming and subjective. Models and algorithms used to derive data products are highly contextualized by time-varying properties of data sources, code and application needs. All of these issues would ideally benefit from an organizational view, but are often driven by individual users. Viewed holistically, both agile analytics and the establishment of analytic pipelines involve interactions between people, computation and infrastructure. In this talk I'll share some anecdotes from our research, user studies, and field experience with companies (Trifacta, Captricity), as well as an emerging open-source project (Ground)."
w,"Smart spaces have become an integral part of our daily routines to improve quality of life for many different groups of people. The use of embedded systems to build these smart spaces, in combination with data analytics, can provide real-time information about the environment and how it interacts with the people in it. In this paper, we demonstrate how one embedded system that acquires data based on a 2-dimensional positional-grid, movement, temperature and vibration is used to build a smart and pervasive space. Data collected from these sensors is used for real time localization in conjunction with machine learning mechanisms to analyze human activities. We evaluate five machine learning algorithms, namely Logistic Regression, Support Vector Machine, Decision Tree, Random Forest, Naive Bayes and Artificial Neural Network applied on a dataset collected in our lab. Results show high classification performance for all methods giving up-to 99.95% classification accuracy. These patterns provide useful information about occupancy patterns, movement patterns, etc., which will be later used to allocate computational resources in the smart space accordingly. Furthermore, our implementation does not use any camera or microphone deployment, hence addressing potential privacy issues."
w,"Smart cities is an trending concept with an focus of development in urban areas from all edges. The primary aim of this research work, is concentrated for literature review on Smart Economy, Smart Environment, Smart Government, Smart Living, Smart Mobility, Smart People integrated with technology research themes with a key focus on data analytics approach towards sustainable development. Our conclusion reveals that a lot of research in smart cities is focused on prescriptive analytics, which indicates that smart cities initiatives aligned on taking the data analytics perspective for sustainable development in urban areas."
w,"Researchers and practitioners increasingly believe that journalism must improve its relationship with audiences to increase the likelihood that people will consume and support news. In this paper, we argue that this assumption overlooks the importance of structural- and individual-level factors in shaping news audience behavior. Drawing on Giddens' theory of structuration, we suggest that, when it comes to the amount of time that people devote to news, consumers' choices are guided more by life circumstances than by news preferences. To illustrate this point, we draw on a combination of interview and audience analytics data collected when so many people's life circumstances changed: the start of the COVID-19 pandemic. We find that people consumed more news during the early months of the pandemic than normal because (1) they had more time on their hands due to things like shelter-in-place orders, layoffs, and shifts to working from home and (2) they were more interested in understanding the coronavirus' spread and risks as well as the preventative measures being pursued. We conclude that journalists should embrace journalistic humility, thereby acknowledging and accepting that they have much less control over the reception of their work than they would like to believe."
w,"With the development of technology and connectivity, it is has become easier to gather data regarding a necessity, and use that to analyze, observe and provide solutions to day-to-day problems. The development of science and technology has brought immense benefit and comfort to human society allowing us to venture further with ease. The same applies to Wireless Body Area Network (WBAN), the system that measures the medical parameters of a human subject to treat his or her ailments. The data gathered from various patients can be collected and provided to the medical authority and doctors accordingly. This is used to generate patterns from a definitive source and provide clarity of the patient's disease and/or any condition to the doctors. However, doing that for many patients and hospital records requires an immense amount of time and people. This is where big data analytics comes into play, a cloud based analytics technology that scans extraordinarily large amounts of data, identifies similarities and differences, and observes the patterns to help doctors solve their patients' diseases or conditions. Using this technology prevents unnecessary deaths of patients. This paper will explain the implementation process of big data analytics in large scale WBAN, the difficulties and challenges that may occur, and its applications and benefits."
w,Big Data analytics is basically theprocess of analyzing and mining of Big Data which can produce business and operational knowledge at an unprecedented specificity and scale. The paper focuses on the applications and challenges of Big Data Analytics in the healthcare industry. The requirement of analyzing and leveraging clinical data collected by different sources is one of the crucial drivers for Big Data analysis tools in the healthcare industry. The Big Data Analytics plays a crucial role in improving the health conditions of the people and prevents them from major medical issues when used wisely.
w,"Person re-identification is one of the most important and challenging problems in video analytics systems; it aims to match people across non-overlapping camera views. For person re-identification, metric learning is introduced to improve the performance by providing a metric adapted for cross-view matching. The essence of metric learning is to search for an optimal projection matrix to project the original features into a new feature space. However, most existing metric learning methods overlook the inconsistency of feature distributions in multiple cameras. In this paper, we propose a multi-projection metric learning (MPML) method to overcome the inconsistency among multiple cameras in person re-identification. Our solution is to jointly learn multiple projection matrices using paired samples from different cameras to project features from different cameras into a common feature space. To make our method adaptive to newly added cameras without affecting the learned projection matrices, we further propose an adaptive MPML method, which can learn new camera projection matrices without having to update any of the obtained projection matrices. The proposed methods are evaluated on four major person re-identification data sets, with comprehensive experiments showing the effectiveness of the proposed methods and notable improvements over the state-of-the-art approaches."
w,"The collective effervescence of social media production has been enjoying a great deal of success in recent years. The hundred of millions of users who are actively participating in the Social Web are exposed to ever-growing amounts of sites, relationships, and information. In this paper, we report part of the efforts towards the realization of a Web Observatory at the L3S Research Center (www.L3S.de). In particular, we present our approach based on Living Analytics methods, whose main goal is to capture people interactions in real-time and to analyze multidimensional relationships, metadata, and other data becoming ubiquitous in the social web, in order to discover the most relevant and attractive information to support observation, understanding and analysis of the Web. We center the discussion on two areas: (i) Recommender Systems for Big Fast Data and (ii) Collective Intelligence, both key components towards an analytics toolbox for our Web Observatory."
w,"In a networked video surveillance system, the videos collected from different surveillance cameras are stored in a centralized server. These videos can be made available for scrutiny, during an event of security threat. Real time analysis of these surveillance videos can be helpful in preventing crimes in the areas under surveillance. A major challenge in video analytics is object detection from video frames. Identifying people in the videos has many applications like handling security through surveillance cameras, crime detection, personalized assistance for the needy, product purchase promotion, employee monitoring, etc. Accurate person re-identification from videos has huge potential that can revolutionize the way businesses work today. This paper discusses a method for person re-identification from the videos collected from surveillance cameras. The critical tasks in this process are face detection from videos and prediction of persons using Convolutional Neural Network models developed using the cropped face images from the face detection stage."
w,"This paper explains an application of big data analytics to detect illegitimate transactions performed by fraudulent communities of people who are engaged in a notorious tax evasion practice called circular trading. We designed and implemented this technique for the commercial taxes department, government of Telangana, India. This problem is solved in two steps. In step one, the problem is formulated as detecting fraudulent communities in a social network, where the vertices correspond to dealers and edges correspond to sales transactions. In step two, specific type of cycles are removed from each fraudulent community, which were identified in step one, to detect the illegitimate transactions. We used RHadoop framework for implementing this technique."
w,"Immersive Analytics (IA) uses immersive virtual and augmented reality displays for data visualization and visual analytics. Designers rely on studies of how accurately people interpret data in different visualizations to make effective visualization choices. However, these studies focus on data analysis in traditional desktop environments. We lack empirical grounding for how to best visualize data in immersive environments. This study explores how people interpret data visualizations across different display types by measuring how quickly and accurately people conduct three analysis tasks over five visual channels: color, size, height, orientation, and depth. We identify key quantitative differences in performance and user behavior, indicating that stereo viewing resolves some of the challenges of visualizations in 3D space. We also find that while AR displays encourage increased navigation, they decrease performance with color-based visualizations. Our results provide guidelines on how to tailor visualizations to different displays in order to better leverage the affordances of IA modalities."
w,"There has been a recent increase in debates on the ethics of social media research, passive sensor data collection, and big data analytics. However, little evidence exists to describe how people experience and understand these applications of technology. This study aimed to passively collect data from mobile phone sensors, lapel cameras, and Bluetooth beacons to assess people's understanding and acceptance of these technologies. Seven households were purposefully sampled and data collected for 10 days. The study generated 48 hr of audio data and 30,000 images. After participant review, the data were destroyed and in-depth interviews conducted. Participants found the data collected acceptable and reported willingness to participate in similar studies. Key risks included that the camera could capture nudity and sex acts, but family review of footage before sharing helped reduce concerns. The Emanuel et al. ethics framework was found to accommodate the concerns and perspectives of study participants."
w,"Data analysis originated from social media presents huge interest among researchers and practitioners. In order to understand better and clarify notions and methodologies used regarding social media analytics, a framework is needed with clear classification schemes and procedures. The objective of this paper is to develop a unified framework that clusters the possible categories of data and their interactions. Furthermore, the proposed framework indicates the procedures that have to be followed in order to achieve the most optimized choice of social media analytics (SMA) methodology, initiating the 4P's procedure (People, Purpose, Platform, and Process). Next, the methodologies used on SMA, in specific the structural and content-based analysis, as well as their sub-methodologies (community and influencers' detection, NLP, text, sentiment, and geospatial analysis) are indicated. The proposed framework will facilitate researchers and marketers on the decision-making process by clarifying each step, regarding the objectives, the involved parties, the social media platform, and the analysis process that can be chosen."
w,"Under the vigorous development of global anticipatory computing in recent years, there have been numerous applications of artificial intelligence (AI) in people's daily lives. Learning analytics of big data can assist students, teachers, and school administrators to gain new knowledge and estimate learning information; in turn, the enhanced education contributes to the rapid development of science and technology. Education is sustainable life learning, as well as the most important promoter of science and technology worldwide. In recent years, a large number of anticipatory computing applications based on AI have promoted the training professional AI talent. As a result, this study aims to design a set of interactive robot-assisted teaching for classroom setting to help students overcoming academic difficulties. Teachers, students, and robots in the classroom can interact with each other through the ARCS motivation model in programming. The proposed method can help students to develop the motivation, relevance, and confidence in learning, thus enhancing their learning effectiveness. The robot, like a teaching assistant, can help students solving problems in the classroom by answering questions and evaluating students' answers in natural and responsive interactions. The natural interactive responses of the robot are achieved through the use of a database of emotional big data (Google facial expression comparison dataset). The robot is loaded with an emotion recognition system to assess the moods of the students through their expressions and sounds, and then offer corresponding emotional responses. The robot is able to communicate naturally with the students, thereby attracting their attention, triggering their learning motivation, and improving their learning effectiveness."
w,"Industry 4.0 and digitalization are common themes in aluminium producers' strategies. However, the actual penetration of such applications varies and there is a lack of common terminology. In this article, we first establish a framework around different types of applications seen in the aluminium industry, specifically the carbon area, consisting of: (1) Measuring and managing data (2) Sensing and diagnosing (3) Simulating and creating a twin (4) Automatic process optimization (5) Robotics and autonomous operation. We then review what we see currently existing in the market, discussing some of the early implementations of optimization products through anode and rod tracking, and presenting what we currently see under development both within Metso Outotec aluminium and amongst our peers, such as other technology vendors and producers' in-house technology departments. Currently, there are four interesting avenues emerging: (1) Advanced process simulations enabling effective debottlenecking, e.g., in the rod shop (2) Continued development of overall process optimization in the carbon area, using data sensors and analytics to further optimize anode quality. Still missing, though, is the critical real-time feedback loop from potlines (3) Predictive maintenance applications particularly for equipment-intensive areas such as the rodshop or vibrocompactors. (4) Increased autonomous operations, reducing the need for manual labour in hazardous areas. All of these have their base in understanding which process parameters need monitoring, and hence which sensors should be installed. In addition, embarking on this journey requires certain investments into analytics capabilities, i.e., people and/or software which are able to do the necessary number crunching. In summary, we believe digitalization is starting to make great strides in the industry at the moment. Hindering this movement, however, is still a conservative mindset approach from the industry particularly in new greenfield investments-where arguably adding new features would be far easier than when doing retrofits. We'd encourage more cooperation between technology vendors, EPCMs, and aluminium producers to work together in this field."
w,"Collaborative usage and development of models is an interesting challenge for modern organizations. While models play a decisive role in the planning, analytics and execution of many processes, active involvement of people other than modeling experts in creating or using models beyond providing information and being queried about the fit of models to their work is rare in practice. This article creates a context for collaborative model usage and development by describing its benefits, its origins and existing work on the topic. It also presents a taxonomy of existing approaches to support collaborative model usage and development and elaborates on research needs and challenges to be overcome in order to establish it as common practice in organizations. It then builds a bridge to the three contributions in this Special Issue, which describe cutting edge and unique research on these needs and challenges."
w,"People's trust in prediction models can be affected by many factors, including domain expertise like knowledge about the application domain and experience with predictive modelling. However, to what extent and why domain expertise impacts people's trust is not entirely clear. In addition, accurately measuring people's trust remains challenging. We share our results and experiences of an exploratory pilot study in which four people experienced with predictive modelling systematically explore a visual analytics system with an unknown prediction model. Through a mixed-methods approach involving Likert-type questions and a semi-structured interview, we investigate how people's trust evolves during their exploration, and we distil six themes that affect their trust in the prediction model. Our results underline the multi-faceted nature of trust, and suggest that domain expertise alone cannot fully predict people's trust perceptions."
w,"In Book Reviews, we review an extensive and diverse range of books. They cover theory and applications in operations research, statistics, management science, econometrics, mathematics, computers, and information systems. In addition, we include books in other fields that emphasize technical applications. The editor will be pleased to receive an email from those willing to review a book, with an indication of specific areas of interest. If you are aware of a specific book that you would like to review, or that you think should be reviewed, please contact the editor. The following book is reviewed in this issue of INFORMS Journal on Applied Analytics, 52(3), MayJune: Give Yourself a Nudge: Helping Smart People Make Smarter Personal and Business Decisions, Ralph Keeney."
w,"Purpose - Dave Snowden has been an important voice in knowledge management over the years. As the founder and chief scientific officer of Cognitive Edge, a company focused on the development of the theory and practice of social complexity, he offers informative views on the relationship between big data/analytics and KM. Design/methodology/approach - A face-to-face interview was held with Dave Snowden in May 2015 in Auckland, New Zealand. Findings - According to Snowden, analytics in the form of algorithms are imperfect and can only to a small extent capture the reasoning and analytical capabilities of people. For this reason, while big data/analytics can be useful, they are limited and must be used in conjunction with human knowledge and reasoning. Practical implications - Snowden offers his views on big data/analytics and how they can be used effectively in real world situations in combination with human reasoning and input, for example in fields from resource management to individual health care. Originality/value - Snowden is an innovative thinker. He combines knowledge and experience from many fields and offers original views and understanding of big data/analytics, knowledge and management."
w,"With the rapid development of the Internet of Things, cloud computing, and big data, more comprehensive and powerful applications become available. Meanwhile, people pay more attention to higher QoE and QoS in a terminal-cloud integrated system. Specifically, both advanced terminal technologies (e.g., smart clothing) and advanced cloud technologies (e.g., big data analytics and cognitive computing in clouds) are expected to provide people with more reliable and intelligent services. Therefore, in this article we propose a Wearable 2.0 healthcare system to improve QoE and QoS of the next generation healthcare system. In the proposed system, washable smart clothing, which consists of sensors, electrodes, and wires, is the critical component to collect users' physiological data and receive the analysis results of users' health and emotional status provided by cloud-based machine intelligence."
w,"Background and ObjectivesThe relationship between COVID-19 and epilepsy is uncertain. We studied the potential association between COVID-19 and seizures or epilepsy in the 6 months after infection.MethodsWe applied validated methods to an electronic health records network (TriNetX Analytics) of 81 million people. We closely matched people with COVID-19 infections to those with influenza. In each cohort, we measured the incidence and hazard ratios (HRs) of seizures and epilepsy. We stratified data by age and by whether the person was hospitalized during the acute infection. We then explored time-varying HRs to assess temporal patterns of seizure or epilepsy diagnoses.ResultsWe analyzed 860,934 electronic health records. After matching, this yielded 2 cohorts each of 152,754 patients. COVID-19 was associated with an increased risk of seizures and epilepsy compared with influenza. The incidence of seizures within 6 months of COVID-19 was 0.81% (95% CI 0.75-0.88; HR compared with influenza 1.55 [1.39-1.74]). The incidence of epilepsy was 0.30% (0.26-0.34; HR compared with influenza 1.87 [1.54-2.28]). The HR of epilepsy after COVID-19 compared with influenza was greater in people who had not been hospitalized and in individuals younger than 16 years. The time of peak HR after infection differed by age and hospitalization status.DiscussionThe incidence of new seizures or epilepsy diagnoses in the 6 months after COVID-19 was low overall, but higher than in matched patients with influenza. This difference was more marked in people who were not hospitalized, highlighting the risk of epilepsy and seizures even in those with less severe infection. Children appear at particular risk of seizures and epilepsy after COVID-19 providing another motivation to prevent COVID-19 infection in pediatric populations. That the varying time of peak risk related to hospitalization and age may provide clues as to the underlying mechanisms of COVID-associated seizures and epilepsy."
