"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"Haar J.; Schmitz A.; Di Fabio A.; Daellenbach U.","Haar, Jarrod (56255988500); Schmitz, Anja (57210171806); Di Fabio, Annamaria (23097256500); Daellenbach, Urs (6508084673)","56255988500; 57210171806; 23097256500; 6508084673","The role of relationships atwork and happiness: A moderated moderated mediation study of New Zealand managers","2019","Sustainability (Switzerland)","11","12","3443","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069909890&doi=10.3390%2fSU11123443&partnerID=40&md5=736c7e71cc40e177505806ed0fa62ba4","Interpersonal relationships at work are important especially for the well-being of employees. The present study tests Positive Relational Management (PRM) and its influence on employee happiness, and we include two firm-level moderators and an individual-level mediator to better understand the potential complexity of effects. Importantly, we test this in the context of New Zealand, which has been under-represented in employee studies of happiness and is important due to a growing national interest in wellbeing. We test whether positive relationships at work shape greater meaningful work (MFW) and this then influences happiness and mediates the effects of PRM. We also include Human Capital (the quality of people inside the firm) and firm size as moderators and combine these all to test a moderated moderated mediation model in PROCESS. We test this on a sample of 302 New Zealand managers with time-separated data. We confirm the dimensionality and reliability of the PRM scale and find it is positively related to MFW and happiness, while MFW fully mediates the direct effect of PRM. We find interaction effects including a moderated moderated mediation effect, with the indirect effect of PRM differing depending on firm size and the strength of human capital. The implications for understanding the importance of relationships on employee happiness is discussed. © 2019 by the authors.","Firm size; Happiness; Human capital; Meaningful work; Moderated moderated mediation; Positive Relational Management","New Zealand; complexity; employment; firm size; human capital"
"Bibi S.; Khan A.; Hayat H.; Panniello U.; Alam M.; Farid T.","Bibi, Sughra (57206209879); Khan, Asif (57206179777); Hayat, Hizar (57216222439); Panniello, Umberto (26422351200); Alam, Muhammad (59038607200); Farid, Tahir (57202741175)","57206209879; 57206179777; 57216222439; 26422351200; 59038607200; 57202741175","Do hotel employees really care for corporate social responsibility (CSR): a happiness approach to employee innovativeness","2022","Current Issues in Tourism","25","4","","541","558","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100995243&doi=10.1080%2f13683500.2021.1889482&partnerID=40&md5=893ef2641ce9fd3dbf011675cfb4763e","This study explores hotel employees’ perceived corporate social responsibility (CSR) within the proposed conceptual model under the umbrella of self-determination and needs satisfaction theory. The model examines dichotomous perceived CSR relationships–instrumental and volunteer CSR–with employees’ basic needs satisfaction, self-esteem, hedonic and eudemonic happiness, and innovativeness. Structural equation modeling (SEM) was applied to examines the assumed hypotheses. The results established that hotel employees perceived instrumental CSR has a significant positive influence on the satisfaction of their basic needs, and perceived volunteer CSR impact employees’ self-esteem. Employees’ basic needs satisfaction demonstrated a significant positive influence on their hedonic happiness and self-esteem on eudemonic happiness. Both hedonic and eudemonic happiness contribute significantly to employee innovativeness, where, eudemonic happiness contribution is higher than hedonic happiness. The findings expand the literature on CSR by providing a better understanding of the core mechanism through which CSR can influence hotel employees’ happiness, where, a happy employee is a key to innovativeness, competitiveness, and better organizational performance. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","basic needs satisfaction; CSR; employee’s innovativeness; eudemonic happiness; hedonic happiness; self-esteem","basic needs; corporate social responsibility; employment; hotel industry; innovation; self determination"
"Yadav M.; Trivedi S.K.; Kumar A.; Rangnekar S.","Yadav, Mohit (56857207800); Trivedi, Shrawan Kumar (55980759400); Kumar, Anil (57001679600); Rangnekar, Santosh (35424395500)","56857207800; 55980759400; 57001679600; 35424395500","Harnessing human capital analytics for competitive advantage","2018","Harnessing Human Capital Analytics for Competitive Advantage","","","","1","367","366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046571010&doi=10.4018%2f978-1-5225-4038-0&partnerID=40&md5=095266e41edfb4e5486b1fa082978578","The workforce is considered to be the lifeblood within many major corporations. The ability of management to effectively utilize the knowledge and skills of their workforce is essential in ensuring the success of their corporations. Harnessing Human Capital Analytics for Competitive Advantage is a critical scholarly publication that explores the influence that workforce knowledge and skills can have on the performance of corporations and how such skills can be used to promote the success of corporations. Featuring coverage on a wide range of topics including employee happiness, mind genomics, and e-commerce adoption, this book is geared toward managers, professionals, and practitioners seeking current research on the advantage of utilizing workforce knowledge and skills to promote corporate success. © 2018 by IGI Global. All rights reserved.","",""
"Moulik M.; Giri V.N.","Moulik, Mimi (57225072229); Giri, V.N. (7004592518)","57225072229; 7004592518","Proactively Seeking Challenges for Job Satisfaction: The Interplay of Psychological Ownership Among IT Sector Professionals","2022","Vision","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142715224&doi=10.1177%2f09722629221132655&partnerID=40&md5=9ad47c2b45e31d5dcdf1a16a49360c11","The coronavirus pandemic has put the spotlight on employee happiness and well-being. Employees’ job satisfaction in a post-COVID-19 scenario is a vital concern for academics and organizations. It is a crucial research question to decipher if employees can proactively rise to challenging job demands and achieve job satisfaction. Also, though the role of job crafting has been studied as an antecedent of job satisfaction, it has not been examined in alliance with job-based psychological ownership (PO). Taking note of this, this study examines the mediating role of job-based PO between seeking challenging job demands (SCJD) and job satisfaction (JS). The study contributes to the growing understanding of post-pandemic employee JS. It provides preliminary empirical evidence of the enabling roles of job-based PO and proactive job crafting in achieving JS. Data for the study were collected from Information Technology (IT) and IT enabled Services (ITeS) sector employees in India using online questionnaires. One hundred eighty-four solicited responses were included in the data analysis and analysed using SPSS and AMOS. Results establish that employees SCJD experience higher job satisfaction. The mediating effect of PO on the association between SCJD and JS has been found. The results have both practical and theoretical implications. This study provides evidence of the beneficiary aspect of proactive employee behaviour. Managers can adopt mechanisms to enable job crafting and ownership. JS can be enhanced by raising the levels of PO and proactive crafting undertaken by SCJD to further learning opportunities at work. Limitations of the study have been discussed. © 2022 Management Development Institute.","Job Crafting; Job Satisfaction; Psychological Ownership; Seeking Challenging Demands; Service Sector",""
"Mundia L.","Mundia, Lawrence (8721944800)","8721944800","Satisfaction with work-related achievements in Brunei public and private sector employees","2019","Cogent Business and Management","6","1","1664191","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073565981&doi=10.1080%2f23311975.2019.1664191&partnerID=40&md5=c99796346266f181887de70e6bc59340","The present study assessed the prevalence of satisfaction with work-related achievements in a random sample 860 Brunei public and private sector employees representing both genders. Job satisfaction is important since it acts as a source of intrinsic motivation encouraging workers to be industrious and efficient. Job satisfaction among workers is likely to contribute to employee happiness, well-being, and retention. On the other hand, job dissatisfaction often leads to high likelihood risks of reducing staff morale, increasing resignations or worker-turnover, and decreased productivity. A quantitative field survey was used and data were analyzed by binary logistic regression. Male employees were more satisfied than female peers. In addition, workers in the Brunei-Muara district were also more satisfied than their counterparts in other districts. However, employees with children and low education were less likely to be satisfied with their work-related achievements compared to highly educated peers and those with no children. Further qualitative research was desired to provide more insights on the investigated problem. © 2019, © 2019 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.","employees; job satisfaction; private sector; public sector; work-related achievements",""
"Safari A.; Salehzadeh R.; Dehbashi A.; Yazdi D.S.","Safari, Ali (55433862700); Salehzadeh, Reza (55831006100); Dehbashi, Asieh (57195354367); Yazdi, Delaram Sarraf (57195353280)","55433862700; 55831006100; 57195354367; 57195353280","Studying the impact of internal marketing on achieving competitive advantage: The role of employee happiness and perceived service quality","2017","International Journal of Business Excellence","13","1","","1","15","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027394811&doi=10.1504%2fIJBEX.2017.085791&partnerID=40&md5=8069c704508af58db844bb6d0d50e3fe","The purpose of this research is to analyse the impact of internal marketing on achieving competitive advantage with respect to employee happiness and perceived service quality as the mediator variables. Statistical population includes the employees of Isfahan Melli Bank in Iran. Data were collected using a researcher-made questionnaire. The questionnaires were distributed to 220 employees, out of which 174 questionnaires were returned and analysed using structural equation modelling method. The findings showed that internal marketing has a positive significant effect on competitive advantage, service quality, and employee happiness. Employee happiness has a positive significant effect on service quality; and service quality has a positive significant effect on competitive advantage. Also, the results indicated that employee happiness has no significant direct effect on competitive advantage. © 2017 Inderscience Enterprises Ltd.","Competitive advantage; Employee happiness; Internal marketing; Iran; Perceived service quality",""
"Noranee S.; Noordin F.; Othman A.K.; Mohd I.H.","Noranee, Shereen (55331647700); Noordin, Fauziah (6504335367); Othman, Abdul Kadir (41762130800); Mohd, Idaya Husna (57191408977)","55331647700; 6504335367; 41762130800; 57191408977","Reliability of happiness index model questionnaire","2018","Advances in Intelligent Systems and Computing","739","","","885","890","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044178678&doi=10.1007%2f978-981-10-8612-0_93&partnerID=40&md5=1365ad8fd3feecfb804745436db690dd","Happiness among employees at a workplace is highly regarded by the organizational top management as one of the fundamental sources of positive organizational outcomes. However, rather than as the major source of business success, happiness at work has always been seen as a small potential contributor towards positive organizational outcomes. Nowadays, happiness at work is important and relevant due to the demand of uncertain economic challenges and increased global organizational competition. Happiness Index questionnaire is a common and widely used tool for determining happiness among employees who work in an organization. This study has determined the reliability of Happiness Index questionnaire to a higher learning of institution’s employees. Happiness Index questionnaire were handed out to 9,654 employees of a higher learning institution. Cronbach’s alpha coefficient was assessed to determine the internal consistency of the questionnaire. The internal consistency was derived from 8 domains of Happiness Index instrument. The General domain was 0.856, Personal Emotion domain was 0.879, Engagement domain was 0.969, Relationship domain was 0.897, Meaning domain was 0.887, Accomplishment domain was 0.912, Infrastructure domain was 0.963, and finally, Gratitude domain was 0.924. The overall reliability for the whole domains (e.g., PERMAIg) was 0.85. The Happiness Index questionnaire was reliable in assessing the employee’s happiness at a higher learning institution. © Springer Nature Singapore Pte Ltd. 2018.","Cronbach’s alpha; Happiness index; Higher learning institution; Internal consistency coefficient reliability; PERMAI<sub>g</sub>","Human resource management; Reliability; Alpha coefficients; Business success; Economic challenges; Happiness Index; Higher learning institutions; Internal consistency; Organizational outcomes; PERMAIg; Surveys"
"Chumg H.-F.; Huang C.-J.","Chumg, Hao-Fan (55175555800); Huang, Chao-Jung (57222227748)","55175555800; 57222227748","Investigating the Relationships Between Cultural Embeddedness, Happiness, and Knowledge Management Practices in an Inter-Organizational Virtual Team","2021","Frontiers in Psychology","11","","512288","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101916596&doi=10.3389%2ffpsyg.2020.512288&partnerID=40&md5=4dd3c86f685878bfdffb5f99679d6dac","In light of the considerable disparity in the thinking patterns between Western and Chinese societies, this study seeks to develop a better comprehension of the influences of traditional Chinese cultural elements on knowledge management (KM) practices within contemporary Taiwanese society. To this end, the research draws on the concepts of “guanxi” based on the embeddedness theory concept through the lens of employees’ happiness. A qualitative case study was conducted within a virtual team (in this case, Taiwanese Farmers’ Associations (FAs)), and data were collected from both observations and 36 interviewees. Based on the resulting analysis, the findings show that individuals’ knowledge-sharing behavior results from a complex interplay of a sense of well-being, guanxi, and the Chinese culture rooted within such organizations. The study provides a significant insight into the cultural implications of KM strategies and offers valuable advice for knowledge managers within the context of Taiwanese society. © Copyright © 2021 Chumg and Huang.","Confucianism; embeddedness theory; guanxi; happiness; knowledge management; virtual team",""
"Qubaisi H.S.A.L.","Qubaisi, Hamda Sanad AL (57201299418)","57201299418","Happiness affecting the workplace environment and employees wellbeing","2017","Society of Petroleum Engineers - SPE Abu Dhabi International Petroleum Exhibition and Conference 2017","2017-January","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044189687&doi=10.2118%2f188662-ms&partnerID=40&md5=7891641fef8e9b4488c14e9922a5cbac","The objective of this paper is to establish why it is favorable to prioritize happiness at work. The paper focuses on the means as well as the outcomes of establishing and cultivating a happiness culture. It also helps us in focusing on maintaining happiness at work due to intensified competition and economic uncertainties. Also, its guides us with maintaining happiness at work through different perspectives. Organizations should focus on implementing a culture that takes into consideration the employees' happiness as well as the employees' satisfaction (Frederickson & Branigan, 2005). Management should create efficient communication systems and Job autonomy is another factor that influences job happiness. Institutions with minimum external supervision through democratic leadership, and teamwork increase the self-motivation, and are translated in to happiness at work. Job security is also a factor that influences happiness at work. The job with a longer duration is considered a job with better or higher security, and this enhances the employee's happiness at work (Fredrickson & Branigan, 2005). Happiness at work is the chief cause of exemplary job performance. Employees who are happy at work deliver their best. This is mainly portrayed through the absenteeism from work which seems to be minimal among happy employees. A good number of institutions have a happiness human resource manager whose main duty is to ensure that the employees enjoy doing their work (Cropanzano & Wright, 2001)… Notably, happiness at work ensures emotional stability among the employees. Emotional stability is principal to the employees' health since it ensures that they do not acquire diseases due to stress (Cropanzano & Wright, 2001). Finally, happiness at work influences employee turnover. To some extent, even the unhappy employees seem to conduct their jobs properly because they have no other alternative. Happy employees will often maintain their jobs since their experience at work is pleasant. Happiness at work saves excessive expenditure due to employee retention. It is important for institutions to embrace the virtue of happiness at work. It enhances productivity as well as the employee's well-being. If possible, employers should create departments that focus on employee happiness, thereby raising employee satisfaction for the organization's benefit as well as the employee's well-being. Most of the existing literature work focuses on the problems and barriers at job, while this paper is a unique set of knowledges which enlighten a totally different perspective of increasing efficiency and productivity at work through highlighting the element of Happiness or happy culture at work. © 2017, Society of Petroleum Engineers.","","Empowerment of personnel; Gasoline; Job satisfaction; Productivity; Economic uncertainty; Efficient communications; Emotional stabilities; Employee retention; Employee satisfaction; Employee turnover; Resource managers; Workplace environments; Human resource management"
"Salas-Valina A.; Pasamar-Reyes S.; Ferrer-Franco A.","Salas-Valina, Andrés (57224465661); Pasamar-Reyes, Susana (37061605400); Ferrer-Franco, Anna (25925862900)","57224465661; 37061605400; 25925862900","Engaging leaders and work-life balance as enhancers of happiness at work (HAW)","2021","Happiness Management and Social Marketing: A Wave of Sustainability and Creativity","","","","133","147","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107637976&partnerID=40&md5=9645a81ad1f7cc694f5c0a70015d32f2","Achieving a better quality of working life is an urgent and challenging issue due to the changing balance of power between capital and labor. Higher demands, intensification of work and a total availability required are some of the factors that lead to an imbalanced relationship between work and life. This chapter aims to offer a model to improve employees' happiness at work (HAW). First, we suggest that leaders focused on employees' psychological needs, namely, engaging leaders, foster followers' HAW. Second, we propose that work-life balance mediates the relationship between engaging leadership and HAW. Our findings provide interesting recommendations for hospital managers. © Peter Lang AG, International Academic Publishers, Bern 2021. All rights reserved.","Engaging leadership; Happiness at work; Work-life balance",""
"Bastos W.; Barsade S.G.","Bastos, Wilson (36621607600); Barsade, Sigal G. (12345437300)","36621607600; 12345437300","A new look at employee happiness: How employees’ perceptions of a job as offering experiences versus objects to customers influence job-related happiness","2020","Organizational Behavior and Human Decision Processes","161","","","176","187","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087875326&doi=10.1016%2fj.obhdp.2020.06.003&partnerID=40&md5=12ce38ed99f15ed5cd6958331aaaa4ad","People gain more happiness from purchasing experiences than material objects. We examine whether this intriguing psychological effect also occurs for the employees who provide those experiential and material goods to customers. Evidence from a field survey of employees across multiple jobs and industries (Study 1) and three experiments (Studies 2–4) indicates that people who perceive their jobs as primarily providing experiences (vs. material objects) gain more happiness from those jobs. Furthermore, we hypothesize and find support for a two-step sequential mediation explaining this effect. Experiential (vs. material) jobs are associated with greater employee involvement of the self with the goods they provide to customers and employee perceived positive impact on customers (step 1 mediators), each of which increases job meaningfulness (step 2 mediator), leading to greater job-related happiness. Additionally, as a moderator, we find that when the good turns out negatively for customers, employee involvement of the self with the good and job meaningfulness sequentially mediate the effect, but employee perceived positive impact on customers and job meaningfulness do not. These findings extend the experience versus object superiority effect from the customer-side to the employee-side of the interaction, contributing to the job design, job meaningfulness, and employee affect literatures. Theoretical and managerial implications are discussed. © 2020 Elsevier Inc.","Affect; Experiential job; Job meaningfulness; Job-characteristics; Material job",""
"Othman A.K.; Mahmud Z.; Noranee S.; Noordin F.","Othman, Abdul Kadir (41762130800); Mahmud, Zamalia (35076278200); Noranee, Sheeren (55331647700); Noordin, Fauziah (6504335367)","41762130800; 35076278200; 55331647700; 6504335367","Measuring employee happiness: Analyzing the dimensionality of employee engagement","2018","Advances in Intelligent Systems and Computing","739","","","863","869","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044173413&doi=10.1007%2f978-981-10-8612-0_90&partnerID=40&md5=22ff717ba607732cbb592426c6c4b9c7","Employee happiness or well-being is crucial in any organization as happy employees are said to be more committed in their work. In measuring happiness, one of the important aspects that should be considered is the level of employee engagement. A two-phase study was conducted to identify dimensions of employee engagement involving a focus group and a survey. During the focus group, various aspects of work that make them engaged were identified. At a later stage, items were developed based on the identified dimensions and data were collected from 9653 respondents. Using a principle component factor analysis, the results indicate the existence of three factors that explained engagement. The results of regression analysis show that all three factors significantly influence employee happiness. This three-factor engagement model should be used to gauge the levels of employee engagement so that their levels of happiness can be enhanced. © Springer Nature Singapore Pte Ltd. 2018.","Engagement; Happiness; Leadership; Satisfaction; Work process","Principal component analysis; Regression analysis; Engagement; Happiness; Leadership; Satisfaction; Work process; Factor analysis"
"Salas-Vallina A.","Salas-Vallina, Andrés (57190050410)","57190050410","Towards a sustainable leader-follower relationship: Constructive dissensus, organizational virtuousness and happiness at work (HAW)","2020","Sustainability (Switzerland)","12","17","7087","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090413271&doi=10.3390%2fsu12177087&partnerID=40&md5=ac67de863dee530bdd2184859b63cfb1","This paper examines how leaders and followers can interact positively under complex and bounded conditions. For this purpose, this paper conceptualizes and measures the concept of constructive dissensus. Constructive dissensus relates to a mutual understanding leading to a situation of coregulation. In addition, the relationship between constructive dissensus and happiness at work is examined on the basis of affective events theory. Furthermore, the mediating role of organizational virtuousness is assessed. Through structural equation modeling, a multilevel analysis was performed. Data from 130 bank branches and 606 employees were gathered. The results reveal a direct effect of constructive dissensus on employees' happiness at work. Moreover, a partial mediation effect of organizational virtuousness was found in the relationship between constructive dissensus and happiness at work. © 2020 by the authors.","Followership; Happiness at work; Leadership; Organizational virtuousness","conceptual framework; organizational framework; sustainability; working conditions"
"Aytac S.; Basol O.","Aytac, Serpil (56835333800); Basol, Oguz (57193557474)","56835333800; 57193557474","Mediating role of loneliness and organizational conflict between work overload and turnover intention","2019","Advances in Intelligent Systems and Computing","827","","","291","301","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051812273&doi=10.1007%2f978-3-319-96059-3_32&partnerID=40&md5=8f10956bba8d9c2cef7b3e6d6ea3b6e4","The fact that organizations offer employees a positive organizational climate not only increases employees’ happiness levels but also raises the level of creativity of employees. When it is thought that the only way for organizations to survive in a competitive environment is innovative and creative applications, the positive dynamics within the organization once again emerges. This research focuses on negative behaviors such as work overload, loneliness, organizational conflict and turnover intention which affect employees’ creativity and it aims to discover the mediating role of loneliness and organizational conflict between work overload and turnover intention. In the present research, a survey was conducted including 145 service sector employees. To analyze the demographic characteristics of the participants, internal consistency and correlations of scales, SPSS 22.0; and to test the mediating role, SmartPLS 2.0 were used. According to the analysis results; it is determined that between work overload and turnover intention, loneliness and organizational conflict have a mediating role. When all the results are evaluated together, work overload in the organization forces employees to extreme behavior and it is found that employees feel loneliness or conflict, and as a result, their turnover intention increases. Related to this, it is possible to say that the overloaded employees get further away from creativity. © Springer Nature Switzerland AG 2019.","Conflict; Loneliness; Turnover intention; Work overload","Behavioral research; Personnel; Competitive environment; Conflict; Demographic characteristics; Loneliness; Organizational climate; Organizational conflict; Turnover intentions; Work overloads; Ergonomics"
"Dahiya R.; Rangnekar S.","Dahiya, Rinki (57201954328); Rangnekar, Santosh (35424395500)","57201954328; 35424395500","Employee happiness a valuable tool to drive organisations","2018","Harnessing Human Capital Analytics for Competitive Advantage","","","","24","54","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046566917&doi=10.4018%2f978-1-5225-4038-0.ch002&partnerID=40&md5=92af2649f465cc37af8e7aea0f6c8211","Are your employees happy? How happy are they? Does happiness really matter? It is well said that when people are monetarily capitalized, they want a return, and when people are emotionally devoted, they want to contribute. In organisations, emotions are imperative. Emotions, whether positive or negative, drive our behaviour, especially at the workplace where the contribution of each employee is an asset to the organisation. So, the query arises, Can organisations employ positive emotional contagion to change the behaviour of individuals to do what they want? This chapter emphasizes a new ground that happiness is having critical importance in today's parlance to both employees and employers. This chapter presents a snapshot of various definitions, theories, findings of various studies, causes, and consequences of happiness and unhappiness in the organisation and how the happiness can be nurtured or improved at the workplace. © 2018, IGI Global. All rights reserved.","",""
"Toros E.; Maslakçı A.; Sürücü L.","Toros, Emete (57196189723); Maslakçı, Ahmet (57209775187); Sürücü, Lütfi (57210151531)","57196189723; 57209775187; 57210151531","Fear of COVID-19 and job insecurity among hospitality industry employees: The mediating role of happiness","2022","Journal of Psychology in Africa","32","5","","431","435","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143156487&doi=10.1080%2f14330237.2022.2121054&partnerID=40&md5=c8cf319cc450ce526bd336a440c30bb2","Worldwide, COVID-19 had an unprecedented impact on the lives of people. This study explored the association between the fear of COVID-19 and job insecurity of Turkish hospitality employees, as well as the role of work happiness in that relationship. Survey data were collected from 417 employees (female = 53.24%; managers = 23%; age range = 19 to 63 years). SPSS-23 and AMOS-18 were used to test the research hypotheses using structural equation modelling and regression analysis. The findings indicated that fear of COVID-19 was associated with high job insecurity among employees from all levels. Work happiness played a mediating role in this relationship, lowering levels of fear and insecurity. These findings suggest that happiness is protective of fear of COVID-19 and job insecurity of employees. Management may consider boosting employee happiness to create a resilient workforce in the face of COVID-19. © 2022 Africa Scholarship Development Enterprize.","COVID-19 fear; happiness; hospitality industry; job insecurity",""
"Dahiya R.","Dahiya, Rinki (57201954328)","57201954328","Refusing to forgive is your own loss: Relationship between forgiveness and employee happiness","2021","International Journal of Business Excellence","25","2","","261","276","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121012914&doi=10.1504%2fIJBEX.2021.119459&partnerID=40&md5=9bef3820bf6aa22834d152b88a40d295","The objective of the present study is to examine the association between forgiveness at work and employee happiness along with the moderating influence of gender. The cross-sectional survey was administered on a sample of 357 employees working in the Indian organisations (North India) and analysed with hierarchical regression analysis. Results showed that forgiveness at work is positively associated with employee happiness. Further, findings highlighted that female gender moderates the association between forgiveness and happiness in comparison to the male gender. These findings make a theoretical contribution to the literature of workplace forgiveness, happiness at work (HAW) and suggest useful managerial implications for boosting and nurturing employee well-being. Copyright © 2021 Inderscience Enterprises Ltd.","Employee happiness; Employee well-being; Forgiveness at work; Gender; POB; Positive organisational behaviour",""
"Choudhury A.; Dutta A.; Dutta S.","Choudhury, Arijit (57223109506); Dutta, Anirban (36801567900); Dutta, Sonit (57223113897)","57223109506; 36801567900; 57223113897","Employee happiness in the Indian banking sector: An exploration of factors","2021","World Review of Science, Technology and Sustainable Development","17","4","","298","318","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117098525&doi=10.1504%2fWRSTSD.2021.117838&partnerID=40&md5=8aa27d11d82d03e9ecbef49e4fb78452","Employee happiness is an emerging area of interest in management as well as in psychology. The purpose of this study is to identify the significant factors responsible for employee happiness in commercial banks. The methodology adopted for this study is descriptive in nature and primary data were collected through a structured questionnaire from scheduled commercial banks in the north-eastern states of India, comprising of a sample of 246 bank employees. After using factor analysis the study revealed 11 factors that are significant for employee happiness, among these factors ‘values and relationships’ act as the major contributor. Copyright © 2021 Inderscience Enterprises Ltd.","Banking sector; Employee happiness; Factor analysis; India",""
"Churchman M.","Churchman, Mike (57224889697)","57224889697","Principled Persuasion in employee communication","2016","Principled Persuasion in Employee Communication","","","","1","176","175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084806979&doi=10.4324%2f9781315246093&partnerID=40&md5=ed00d229805f4751b8ddabf832bf610e","Principled Persuasion in Employee Communication highlights a new but significant dilemma for organisational leaders. Will they continue on the same track that, since the nineteenth century, has led them to exert increasing control over their employees? Or will they take another path, one that leads towards a new type of working environment where the culture encourages freedom of communication and movement? This book argues for an approach to employee communication that sets out to liberate employees from the stifling constraints that organisations continue to impose on them. Principled Persuasion is so-called because it uses persuasive techniques, based on clear principles, to create new, forward-looking organisational cultures. It sets out to increase employee happiness and minimise the harms done to employees at work. It grounds itself on a strong ethical base composed of fundamental, universal principles. It introduces a new approach to the use of language, not only calling for more clarity and meaning in organisational communication, but also for a more conscious use of rhetorical techniques to change vocabulary, metaphors and internal dialogue for the better. Make no mistake, most organisations have totally underrated the strategic importance of employee communication. Principled Persuaders understand that the key to dealing with the unpredictable events about to unfold in the twenty-first century will be a new way of communicating with the workforce. The flexibility, adaptability and innovation that will be needed to survive and prosper in coming decades can only be achieved by liberating employees, not imprisoning them further in established systems and processes. © Mike Churchman 2015.","",""
"Grzywacz R.","Grzywacz, R. (7005692045)","7005692045","Patient, employee happiness are job one.","1996","Modern healthcare","26","52","","56","60","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030599557&partnerID=40&md5=fac7cf7815cbd9615311dec177c0de77","[No abstract available]","","Awards and Prizes; New York; Nursing Homes; Patient-Centered Care; United States; article; awards and prizes; nursing home; patient care; standard; United States"
"Robert C.; Wilbanks J.E.","Robert, Christopher (7202855339); Wilbanks, James E. (36683673700)","7202855339; 36683673700","The Wheel Model of humor: Humor events and affect in organizations","2012","Human Relations","65","9","","1071","1099","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865727109&doi=10.1177%2f0018726711433133&partnerID=40&md5=ab801f7c1c96014e24ba8c72d63859f8","In this article we develop the Wheel Model of humor, which addresses the theme of this special issue by casting humor events as an important driver of employee happiness and well-being through their influence on positive affect. Drawing on theories of humor and emotion, the Wheel Model suggests that humor-induced positive affect results in transmission of emotion to social groups, which in turn creates a climate that supports humor use and subsequent humor events. This model is depicted in a circular pattern to highlight the cumulative and escalatory process through which individual humor events can impact individuals and groups over repeated cycles of the wheel. We also describe individual and environmental variables that are likely to have an impact on relationships within the Wheel Model. Finally, we discuss specific research contexts to which the Wheel Model can be applied (mentoring, leadership, groups/teams), as well as other future research directions. © The Author(s) 2012.","affect; affective events theory; broaden and build; emotional contagion; humor; management; psychology",""
"Rego A.; Ribeiro N.; Cunha M.P.","Rego, Arménio (35609260000); Ribeiro, Neuza (57220187585); Cunha, Miguel P. (35615561300)","35609260000; 57220187585; 35615561300","Perceptions of organizational virtuousness and happiness as predictors of organizational citizenship behaviors","2010","Journal of Business Ethics","93","2","","215","235","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951977400&doi=10.1007%2fs10551-009-0197-7&partnerID=40&md5=59f72c10543efcb4a5726c2ec9504743","Moral and financial scandals emerging in recent years around the world have created the momentum for reconsidering the role of virtuousness in organizational settings. This empirical study seeks to contribute toward maintaining this momentum. We answer to researchers' suggestions that the exploratory study carried out by Cameron et al. (Am Behav Sci 47(6):766-790, 2004), which related organizational virtuousness (OV) and performance, must be pursued employing their measure of OV in other contexts and in relation to other outcomes (Wright and Goodstein, J Manage 33(6):928-958, 2007). Two hundred and sixteen employees reported their perceptions of OV and their affective well-being (AWB) at work (one of the main indicators of employees' happiness), their supervisors reporting their organizational citizenship behaviors (OCB). The main finding is that the perceptions of OV predict some OCB both directly and through the mediating role of AWB. The evidence suggests that OV is worthy of a higher status in the business and organizational psychology literatures. © Springer 2009.","Affective well-being; Happiness; Organizational citizenship behaviors; Organizational virtuousness; Psychological climate",""
